date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,6,4,0.0,2.7,2,72,01:29 PM,04:23 AM,08:37 AM,03:47 PM,4,0,5,0,44,81,92,0.0,1023,6,10,248,28,malmo
2015-01-02,7,5,0.0,6.7,2,80,02:08 PM,05:31 AM,08:36 AM,03:48 PM,4,-0,6,-0,67,69,88,0.5,1005,7,10,250,43,malmo
2015-01-03,5,3,0.0,6.7,1,87,02:54 PM,06:30 AM,08:36 AM,03:49 PM,1,-1,4,-1,53,42,82,0.9,1007,5,10,276,33,malmo
2015-01-04,4,3,0.0,7.1,2,94,03:48 PM,07:22 AM,08:36 AM,03:50 PM,-2,-2,3,-2,47,7,69,0.0,1017,4,10,310,29,malmo
2015-01-05,3,1,0.0,4.7,1,100,04:47 PM,08:04 AM,08:35 AM,03:52 PM,-1,-0,3,-0,17,64,80,1.9,1024,3,10,227,11,malmo
2015-01-06,4,2,0.0,6.7,1,100,05:50 PM,08:39 AM,08:35 AM,03:53 PM,-1,-2,3,-2,35,54,77,0.0,1025,4,10,158,22,malmo
2015-01-07,5,2,0.0,6.7,1,84,06:55 PM,09:09 AM,08:34 AM,03:55 PM,2,-1,4,-1,34,70,89,0.3,1019,5,9,230,22,malmo
2015-01-08,6,4,0.0,2.7,1,77,08:01 PM,09:34 AM,08:33 AM,03:56 PM,4,0,5,0,44,96,93,0.9,1012,6,8,232,29,malmo
2015-01-09,5,4,0.0,2.7,1,69,09:07 PM,09:55 AM,08:33 AM,03:58 PM,3,-1,5,-1,60,72,88,5.9,999,5,9,255,38,malmo
2015-01-10,8,4,0.0,2.7,2,62,10:12 PM,10:15 AM,08:32 AM,03:59 PM,4,0,5,0,56,76,89,1.8,990,8,9,255,36,malmo
2015-01-11,5,4,0.0,7.7,2,55,11:18 PM,10:34 AM,08:31 AM,04:01 PM,-0,-2,4,-2,66,27,73,0.1,993,5,10,275,43,malmo
2015-01-12,6,4,0.0,2.9,2,48,No moonrise,10:54 AM,08:30 AM,04:02 PM,4,0,5,0,52,88,93,0.0,1000,6,10,242,32,malmo
2015-01-13,6,4,0.0,2.9,2,40,12:25 AM,11:15 AM,08:29 AM,04:04 PM,4,1,5,1,38,77,94,2.8,998,6,9,231,24,malmo
2015-01-14,4,3,0.0,6.8,1,33,01:33 AM,11:39 AM,08:28 AM,04:06 PM,2,-1,4,-1,35,52,86,0.9,1001,4,10,241,22,malmo
2015-01-15,6,2,0.0,2.9,1,26,02:42 AM,12:07 PM,08:27 AM,04:08 PM,2,-1,4,-1,48,77,88,2.3,1000,6,10,196,31,malmo
2015-01-16,6,5,0.0,2.9,2,19,03:51 AM,12:42 PM,08:26 AM,04:09 PM,4,1,5,1,42,87,87,0.0,999,6,10,224,26,malmo
2015-01-17,4,3,0.0,6.8,1,11,04:58 AM,01:27 PM,08:25 AM,04:11 PM,1,-0,4,-0,32,58,84,0.0,1007,4,10,246,20,malmo
2015-01-18,3,2,0.0,3.0,1,4,06:00 AM,02:22 PM,08:24 AM,04:13 PM,-0,-2,2,-2,24,77,83,0.0,1013,3,10,212,15,malmo
2015-01-19,3,2,1.4,3.0,1,0,06:54 AM,03:30 PM,08:22 AM,04:15 PM,1,-1,2,-1,18,94,91,1.7,1014,3,8,168,12,malmo
2015-01-20,2,2,0.8,3.0,1,0,07:40 AM,04:46 PM,08:21 AM,04:17 PM,1,-2,2,-2,23,100,91,1.0,1014,2,8,127,15,malmo
2015-01-21,2,1,0.2,3.0,1,3,08:18 AM,06:09 PM,08:20 AM,04:19 PM,1,0,2,0,8,97,95,0.2,1015,2,5,232,5,malmo
2015-01-22,2,-0,0.0,6.8,1,10,08:49 AM,07:35 PM,08:18 AM,04:21 PM,-0,1,1,1,4,76,93,0.0,1021,2,9,209,2,malmo
2015-01-23,1,-1,0.0,6.8,1,18,09:17 AM,08:59 PM,08:17 AM,04:23 PM,-1,-2,-0,-2,11,58,91,0.0,1024,1,8,285,7,malmo
2015-01-24,1,-1,0.2,3.0,1,25,09:42 AM,10:22 PM,08:15 AM,04:25 PM,-1,-5,0,-5,28,99,89,0.2,1017,1,9,215,19,malmo
2015-01-25,3,-1,0.0,8.1,1,32,10:07 AM,11:43 PM,08:14 AM,04:27 PM,-0,-2,1,-2,19,17,93,0.0,1021,3,8,279,11,malmo
2015-01-26,3,0,0.0,3.1,1,39,10:32 AM,No moonset,08:12 AM,04:29 PM,2,-2,3,-2,30,90,96,2.0,1014,3,8,219,19,malmo
2015-01-27,3,0,0.0,3.1,1,47,11:01 AM,01:00 AM,08:11 AM,04:31 PM,1,-2,2,-2,26,81,93,0.1,1010,3,10,320,17,malmo
2015-01-28,4,0,0.0,3.1,1,54,11:33 AM,02:14 AM,08:09 AM,04:33 PM,2,-2,3,-2,40,93,93,0.0,999,4,9,220,26,malmo
2015-01-29,2,2,0.1,3.1,1,61,12:09 PM,03:22 AM,08:07 AM,04:35 PM,-0,-3,2,-3,41,92,83,0.4,979,2,9,223,28,malmo
2015-01-30,2,0,0.8,3.1,1,69,12:53 PM,04:23 AM,08:05 AM,04:37 PM,0,-2,2,-2,16,100,91,1.0,975,2,8,100,11,malmo
2015-01-31,1,-0,1.8,3.1,1,72,01:43 PM,05:17 AM,08:04 AM,04:40 PM,-0,-4,1,-4,22,100,93,2.1,976,1,6,285,15,malmo
2015-02-01,1,-0,0.3,3.2,1,86,02:39 PM,06:03 AM,08:02 AM,04:42 PM,-1,-4,1,-4,31,99,90,0.3,982,1,9,280,21,malmo
2015-02-02,-0,-2,0.2,3.2,1,94,03:41 PM,06:40 AM,08:00 AM,04:44 PM,-2,-5,-1,-5,21,100,90,0.2,989,-0,9,303,15,malmo
2015-02-03,-2,-4,0.3,3.3,1,100,04:44 PM,07:12 AM,07:58 AM,04:46 PM,-4,-7,-3,-7,16,97,90,0.3,999,-2,9,266,11,malmo
2015-02-04,-1,-3,0.1,3.3,1,100,05:49 PM,07:38 AM,07:56 AM,04:48 PM,-3,-6,-2,-6,15,99,90,0.1,1011,-1,10,91,10,malmo
2015-02-05,1,-3,0.0,6.9,1,84,06:55 PM,08:01 AM,07:54 AM,04:50 PM,-2,-4,-1,-4,14,55,95,0.0,1026,1,6,52,9,malmo
2015-02-06,1,-3,0.0,5.2,1,76,08:00 PM,08:21 AM,07:52 AM,04:53 PM,-1,-4,-0,-4,20,62,93,0.0,1030,1,8,282,12,malmo
2015-02-07,5,2,0.0,8.7,1,69,09:06 PM,08:41 AM,07:50 AM,04:55 PM,1,-2,3,-2,45,46,89,0.3,1017,5,9,290,27,malmo
2015-02-08,2,-1,0.0,8.7,2,61,10:12 PM,09:01 AM,07:48 AM,04:57 PM,-3,-5,1,-5,40,33,76,0.0,1018,2,10,325,24,malmo
2015-02-09,6,3,0.0,8.7,2,53,11:19 PM,09:21 AM,07:46 AM,04:59 PM,3,0,4,0,31,39,92,0.0,1015,6,10,306,19,malmo
2015-02-10,6,3,0.0,8.7,1,46,No moonrise,09:44 AM,07:44 AM,05:01 PM,3,0,4,0,25,36,93,0.0,1022,6,10,303,15,malmo
2015-02-11,3,2,0.0,3.6,1,38,12:25 AM,10:09 AM,07:42 AM,05:04 PM,2,-0,3,-0,18,70,93,0.0,1026,3,10,291,13,malmo
2015-02-12,2,1,0.0,3.6,1,31,01:33 AM,10:40 AM,07:40 AM,05:06 PM,-0,-1,2,-1,12,96,86,0.1,1023,2,10,238,9,malmo
2015-02-13,1,-0,0.0,3.6,1,23,02:38 AM,11:19 AM,07:38 AM,05:08 PM,-1,-2,1,-2,13,71,86,0.0,1019,1,10,186,9,malmo
2015-02-14,3,0,0.0,8.7,1,16,03:41 AM,12:07 PM,07:36 AM,05:10 PM,0,-2,2,-2,21,58,91,0.1,1017,3,8,102,14,malmo
2015-02-15,4,2,0.0,3.7,1,8,04:38 AM,01:06 PM,07:33 AM,05:12 PM,0,-3,3,-3,40,89,86,0.1,1025,4,10,89,27,malmo
2015-02-16,2,1,0.0,3.7,1,1,05:28 AM,02:16 PM,07:31 AM,05:14 PM,-1,-4,2,-4,38,95,86,0.1,1027,2,10,131,26,malmo
2015-02-17,2,1,0.0,3.7,1,0,06:09 AM,03:36 PM,07:29 AM,05:17 PM,-1,-3,1,-3,23,81,87,0.0,1030,2,10,203,16,malmo
2015-02-18,6,2,0.0,7.0,1,0,06:45 AM,05:00 PM,07:27 AM,05:19 PM,2,-1,4,-1,33,61,87,0.8,1031,6,10,251,22,malmo
2015-02-19,5,3,0.0,8.7,2,0,07:15 AM,06:27 PM,07:24 AM,05:21 PM,2,-1,4,-1,30,50,86,0.0,1021,5,10,242,20,malmo
2015-02-20,4,2,0.0,3.8,1,7,07:43 AM,07:54 PM,07:22 AM,05:23 PM,1,-2,3,-2,34,92,90,0.0,1008,4,10,222,22,malmo
2015-02-21,5,3,0.0,3.8,1,14,08:08 AM,09:19 PM,07:19 AM,05:25 PM,3,-0,4,-0,25,100,95,4.4,994,5,7,197,18,malmo
2015-02-22,5,2,0.0,5.4,1,22,08:35 AM,10:40 PM,07:17 AM,05:27 PM,1,-1,3,-1,31,64,86,0.1,1003,5,10,235,20,malmo
2015-02-23,3,2,0.0,3.8,1,29,09:03 AM,11:59 PM,07:15 AM,05:30 PM,1,-2,3,-2,39,87,89,0.0,995,3,10,193,26,malmo
2015-02-24,4,2,0.0,3.8,1,37,09:35 AM,No moonset,07:12 AM,05:32 PM,2,-1,4,-1,32,89,90,0.0,1000,4,10,201,21,malmo
2015-02-25,4,2,0.0,3.8,1,44,10:11 AM,01:11 AM,07:10 AM,05:34 PM,2,-0,3,-0,23,70,91,0.0,1014,4,10,210,15,malmo
2015-02-26,6,1,0.0,8.7,1,52,10:53 AM,02:16 AM,07:07 AM,05:36 PM,1,-0,3,-0,28,24,85,0.0,1019,6,9,166,17,malmo
2015-02-27,6,1,0.0,8.7,2,60,11:41 AM,03:13 AM,07:05 AM,05:38 PM,1,1,4,1,23,15,85,0.1,1013,6,10,174,14,malmo
2015-02-28,5,2,0.0,7.1,1,67,12:35 PM,04:01 AM,07:02 AM,05:40 PM,1,-0,3,-0,20,56,87,0.1,1015,5,8,258,13,malmo
2015-03-01,5,3,0.0,3.9,1,72,01:34 PM,04:41 AM,07:00 AM,05:42 PM,2,-2,3,-2,41,73,88,0.7,999,5,9,198,26,malmo
2015-03-02,5,3,0.0,4.1,1,79,02:36 PM,05:14 AM,06:57 AM,05:44 PM,2,-1,4,-1,30,91,91,2.8,993,5,10,228,20,malmo
2015-03-03,5,2,0.0,7.2,1,86,03:41 PM,05:42 AM,06:55 AM,05:46 PM,1,-1,3,-1,32,72,84,0.7,1006,5,10,260,21,malmo
2015-03-04,5,0,0.0,5.6,1,94,04:45 PM,06:06 AM,06:52 AM,05:48 PM,0,-1,2,-1,18,68,85,0.4,1013,5,10,274,12,malmo
2015-03-05,6,0,0.0,8.7,1,100,05:51 PM,06:27 AM,06:50 AM,05:50 PM,1,-1,3,-1,20,23,87,0.0,1028,6,9,296,13,malmo
2015-03-06,6,2,0.0,4.1,2,100,06:56 PM,06:47 AM,06:47 AM,05:52 PM,4,1,5,1,25,98,95,0.8,1028,6,7,248,15,malmo
2015-03-07,7,4,0.0,7.2,2,84,08:02 PM,07:07 AM,06:45 AM,05:55 PM,3,2,6,2,35,71,84,0.0,1024,7,9,218,21,malmo
2015-03-08,10,5,0.0,8.7,3,77,09:09 PM,07:28 AM,06:42 AM,05:57 PM,3,4,7,4,32,18,79,0.0,1019,10,10,223,18,malmo
2015-03-09,9,4,0.0,8.7,3,70,10:15 PM,07:49 AM,06:40 AM,05:59 PM,3,4,7,4,19,29,81,0.0,1024,9,9,265,12,malmo
2015-03-10,7,2,0.0,11.6,1,63,11:22 PM,08:13 AM,06:37 AM,06:01 PM,1,1,4,1,29,43,82,0.4,1018,7,9,202,17,malmo
2015-03-11,5,1,0.0,11.6,1,55,No moonrise,08:42 AM,06:34 AM,06:03 PM,-0,-1,3,-1,25,55,83,0.2,1015,5,9,196,16,malmo
2015-03-12,5,1,0.0,10.2,1,48,12:26 AM,09:17 AM,06:32 AM,06:05 PM,0,-0,3,-0,22,59,83,0.3,1013,5,9,204,14,malmo
2015-03-13,5,2,0.0,5.9,1,41,01:29 AM,10:00 AM,06:29 AM,06:07 PM,1,-0,3,-0,24,69,87,1.3,1014,5,8,240,14,malmo
2015-03-14,5,2,0.0,5.9,1,34,02:26 AM,10:53 AM,06:27 AM,06:09 PM,2,0,3,0,22,73,89,0.6,1016,5,8,234,13,malmo
2015-03-15,5,1,0.0,10.2,1,26,03:18 AM,11:56 AM,06:24 AM,06:11 PM,0,-1,3,-1,28,63,84,0.2,1018,5,9,187,18,malmo
2015-03-16,5,1,0.0,11.6,1,19,04:01 AM,01:08 PM,06:22 AM,06:13 PM,0,-1,3,-1,27,56,83,0.5,1018,5,9,196,18,malmo
2015-03-17,4,2,0.0,6.0,1,12,04:38 AM,02:27 PM,06:19 AM,06:15 PM,-0,-2,3,-2,39,68,82,0.9,1014,4,9,220,25,malmo
2015-03-18,5,2,0.0,8.8,1,4,05:11 AM,03:52 PM,06:16 AM,06:17 PM,0,-1,3,-1,30,70,82,0.6,1012,5,9,232,19,malmo
2015-03-19,10,3,0.0,10.2,2,0,05:40 AM,05:18 PM,06:14 AM,06:19 PM,0,4,6,4,17,45,69,0.1,1023,10,10,214,10,malmo
2015-03-20,6,2,0.0,6.1,2,0,06:06 AM,06:45 PM,06:11 AM,06:21 PM,2,2,5,2,16,85,82,1.1,1021,6,9,270,10,malmo
2015-03-21,5,-2,0.4,7.5,1,3,06:33 AM,08:10 PM,06:09 AM,06:23 PM,0,-1,3,-1,22,72,84,1.2,1018,5,7,125,15,malmo
2015-03-22,3,-2,0.0,8.8,1,10,07:01 AM,09:33 PM,06:06 AM,06:25 PM,-7,-2,1,-2,15,51,58,0.0,1028,3,10,155,11,malmo
2015-03-23,6,1,0.0,11.6,2,17,07:32 AM,10:51 PM,06:04 AM,06:27 PM,-1,-1,3,-1,28,38,72,0.0,1014,6,10,229,18,malmo
2015-03-24,7,2,0.0,6.1,2,24,08:07 AM,No moonset,06:01 AM,06:29 PM,3,2,4,2,13,90,90,0.2,1008,7,8,240,8,malmo
2015-03-25,7,2,0.0,10.6,2,32,08:48 AM,12:01 AM,05:58 AM,06:31 PM,2,2,5,2,26,71,84,0.0,1012,7,9,98,18,malmo
2015-03-26,8,3,0.0,8.0,2,39,09:35 AM,01:04 AM,05:56 AM,06:33 PM,3,2,6,2,26,82,86,0.7,1006,8,9,206,16,malmo
2015-03-27,7,3,0.0,8.0,2,46,10:28 AM,01:56 AM,05:53 AM,06:35 PM,3,4,5,4,10,76,85,0.7,1010,7,9,231,7,malmo
2015-03-28,7,3,0.0,10.6,2,54,11:27 AM,02:40 AM,05:51 AM,06:37 PM,2,1,5,1,24,60,84,0.2,1015,7,9,232,15,malmo
2015-03-29,8,5,0.0,8.1,2,61,12:28 PM,03:16 AM,05:48 AM,06:39 PM,5,2,6,2,36,100,93,2.1,993,8,8,200,23,malmo
2015-03-30,7,4,0.0,8.1,2,68,01:32 PM,03:45 AM,05:46 AM,06:41 PM,3,0,5,0,40,87,88,8.6,984,7,8,269,27,malmo
2015-03-31,3,2,1.1,8.1,1,72,02:36 PM,04:10 AM,05:43 AM,06:43 PM,1,-2,3,-2,30,88,87,3.1,985,3,7,169,21,malmo
2015-04-01,6,3,0.1,9.4,1,86,03:42 PM,04:32 AM,05:40 AM,06:45 PM,1,-1,4,-1,38,79,80,1.2,997,6,9,291,26,malmo
2015-04-02,7,2,0.0,13.1,1,93,04:47 PM,04:53 AM,05:38 AM,06:47 PM,0,-0,4,-0,29,39,77,0.8,1003,7,10,303,20,malmo
2015-04-03,9,2,0.0,13.1,3,100,05:53 PM,05:13 AM,05:35 AM,06:49 PM,-0,1,5,1,23,11,73,0.0,1013,9,10,307,15,malmo
2015-04-04,8,2,0.0,13.2,2,100,06:59 PM,05:33 AM,05:33 AM,06:51 PM,0,2,4,2,19,10,75,1.3,1017,8,10,341,12,malmo
2015-04-05,8,1,0.0,13.2,3,84,08:06 PM,05:55 AM,05:30 AM,06:53 PM,-1,2,5,2,21,12,68,0.0,1022,8,10,328,13,malmo
2015-04-06,10,1,0.0,13.3,3,77,09:14 PM,06:18 AM,05:28 AM,06:55 PM,0,2,5,2,15,12,73,0.0,1029,10,10,142,10,malmo
2015-04-07,9,4,0.0,8.3,2,69,10:19 PM,06:46 AM,05:25 AM,06:57 PM,4,3,6,3,29,64,85,0.2,1028,9,10,274,18,malmo
2015-04-08,14,5,0.0,12.0,2,61,11:23 PM,07:19 AM,05:22 AM,06:59 PM,5,6,8,6,19,48,80,0.0,1028,14,10,287,12,malmo
2015-04-09,11,5,0.0,13.8,3,54,No moonrise,07:58 AM,05:20 AM,07:01 PM,4,6,8,6,20,33,79,0.0,1028,11,10,223,13,malmo
2015-04-10,12,5,0.0,13.9,3,46,12:21 AM,08:47 AM,05:17 AM,07:03 PM,5,7,9,7,15,6,77,0.0,1022,12,10,235,9,malmo
2015-04-11,14,7,0.0,13.9,4,39,01:14 AM,09:45 AM,05:15 AM,07:05 PM,6,9,10,9,26,25,75,0.0,1014,14,10,182,16,malmo
2015-04-12,11,5,0.0,12.2,2,31,01:58 AM,10:52 AM,05:12 AM,07:07 PM,2,4,8,4,32,62,68,0.7,1019,11,9,247,22,malmo
2015-04-13,10,5,0.0,12.2,2,24,02:36 AM,12:06 PM,05:10 AM,07:09 PM,4,5,7,5,25,61,81,0.6,1010,10,9,217,16,malmo
2015-04-14,10,5,0.0,12.2,2,16,03:09 AM,01:26 PM,05:07 AM,07:11 PM,4,5,7,5,22,62,81,0.7,1013,10,9,213,14,malmo
2015-04-15,9,5,0.0,13.4,2,9,03:38 AM,02:48 PM,05:05 AM,07:13 PM,4,5,7,5,22,56,80,1.0,1016,9,9,211,13,malmo
2015-04-16,9,5,0.0,8.8,2,1,04:05 AM,04:12 PM,05:02 AM,07:15 PM,3,3,7,3,35,66,75,0.1,1009,9,10,290,24,malmo
2015-04-17,9,4,0.0,13.4,2,0,04:31 AM,05:38 PM,05:00 AM,07:17 PM,2,4,6,4,24,28,73,0.5,1015,9,10,251,16,malmo
2015-04-18,10,2,0.0,13.4,2,0,04:58 AM,07:01 PM,04:57 AM,07:19 PM,1,4,6,4,18,27,69,0.0,1023,10,10,200,12,malmo
2015-04-19,12,4,0.0,14.5,3,0,05:27 AM,08:23 PM,04:55 AM,07:21 PM,3,6,8,6,17,24,69,0.0,1023,12,10,212,10,malmo
2015-04-20,15,6,0.0,12.4,3,6,06:00 AM,09:39 PM,04:52 AM,07:23 PM,3,8,10,8,24,36,63,0.0,1025,15,10,247,14,malmo
2015-04-21,16,7,0.0,13.4,3,14,06:39 AM,10:48 PM,04:50 AM,07:25 PM,4,9,10,9,21,16,63,0.0,1023,16,10,216,13,malmo
2015-04-22,14,4,0.0,14.5,4,21,07:24 AM,11:47 PM,04:47 AM,07:27 PM,5,9,10,9,15,5,71,0.0,1022,14,10,238,9,malmo
2015-04-23,13,7,0.0,14.5,4,29,08:16 AM,No moonset,04:45 AM,07:29 PM,6,8,10,8,30,44,75,0.0,1014,13,10,284,21,malmo
2015-04-24,12,8,0.0,10.3,3,36,09:14 AM,12:35 AM,04:43 AM,07:31 PM,6,8,10,8,21,74,79,0.1,1010,12,10,246,14,malmo
2015-04-25,13,8,0.0,10.4,3,44,10:16 AM,01:15 AM,04:40 AM,07:33 PM,8,9,11,9,24,71,84,1.5,1005,13,8,201,15,malmo
2015-04-26,11,5,0.0,9.4,2,52,11:20 AM,01:47 AM,04:38 AM,07:35 PM,7,7,9,7,13,85,87,0.7,1006,11,7,217,9,malmo
2015-04-27,11,3,0.0,13.5,2,59,12:25 PM,02:14 AM,04:35 AM,07:37 PM,2,5,7,5,13,33,74,0.4,1007,11,9,293,9,malmo
2015-04-28,13,7,0.0,12.5,3,67,01:30 PM,02:37 AM,04:33 AM,07:39 PM,5,8,10,8,25,57,72,0.3,1014,13,10,159,15,malmo
2015-04-29,11,5,0.0,13.5,2,74,02:35 PM,02:59 AM,04:31 AM,07:41 PM,2,5,8,5,27,44,65,0.1,1016,11,10,233,18,malmo
2015-04-30,9,5,0.0,10.5,2,82,03:41 PM,03:19 AM,04:29 AM,07:43 PM,4,5,8,5,24,68,78,0.8,1011,9,10,184,16,malmo
2015-05-01,11,5,0.0,14.5,2,86,04:48 PM,03:39 AM,04:26 AM,07:45 PM,4,6,8,6,14,31,80,2.3,1006,11,9,232,9,malmo
2015-05-02,12,4,0.0,14.5,4,93,05:55 PM,03:59 AM,04:24 AM,07:47 PM,2,6,8,6,20,2,66,0.0,1009,12,10,291,14,malmo
2015-05-03,12,2,0.0,14.5,4,100,07:03 PM,04:22 AM,04:22 AM,07:49 PM,2,7,9,7,19,21,63,0.0,1012,12,10,178,13,malmo
2015-05-04,14,9,0.0,10.6,3,100,08:10 PM,04:48 AM,04:20 AM,07:51 PM,9,9,11,9,27,74,90,6.5,1006,14,10,202,16,malmo
2015-05-05,14,8,0.0,11.6,3,85,09:16 PM,05:19 AM,04:18 AM,07:53 PM,10,10,12,10,39,65,89,0.6,1004,14,9,152,22,malmo
2015-05-06,15,8,0.0,14.5,4,78,10:17 PM,05:57 AM,04:16 AM,07:55 PM,8,10,11,10,24,18,78,0.2,1009,15,10,209,15,malmo
2015-05-07,12,8,0.0,10.6,3,70,11:12 PM,06:43 AM,04:14 AM,07:57 PM,6,7,10,7,31,60,78,0.3,1011,12,10,231,20,malmo
2015-05-08,11,5,0.0,14.5,3,63,11:59 PM,07:39 AM,04:11 AM,07:59 PM,3,7,9,7,16,23,68,0.0,1018,11,10,254,11,malmo
2015-05-09,12,4,0.0,11.8,3,56,No moonrise,08:43 AM,04:09 AM,08:01 PM,5,7,9,7,25,59,78,0.0,1015,12,10,145,16,malmo
2015-05-10,13,7,0.0,11.8,3,49,12:39 AM,09:54 AM,04:07 AM,08:03 PM,6,7,10,7,28,64,78,0.1,1018,13,10,273,18,malmo
2015-05-11,14,5,0.0,12.7,3,41,01:13 AM,11:10 AM,04:06 AM,08:04 PM,5,9,11,9,25,41,70,0.0,1024,14,10,188,16,malmo
2015-05-12,15,8,0.0,10.0,3,34,01:42 AM,12:29 PM,04:04 AM,08:06 PM,8,10,12,10,26,71,78,0.0,1012,15,10,221,16,malmo
2015-05-13,13,8,0.0,10.0,3,27,02:08 AM,01:51 PM,04:02 AM,08:08 PM,6,7,10,7,35,78,76,1.2,1010,13,10,264,24,malmo
2015-05-14,15,8,0.0,14.5,4,19,02:33 AM,03:13 PM,04:00 AM,08:10 PM,5,10,11,10,19,35,69,0.6,1009,15,10,305,14,malmo
2015-05-15,15,6,0.0,14.5,4,12,02:58 AM,04:35 PM,03:58 AM,08:12 PM,3,10,11,10,14,18,61,0.0,1015,15,10,272,9,malmo
2015-05-16,10,7,0.0,10.4,2,5,03:25 AM,05:56 PM,03:56 AM,08:14 PM,6,6,9,6,25,78,82,0.3,1015,10,10,255,16,malmo
2015-05-17,12,7,0.0,12.9,3,0,03:55 AM,07:15 PM,03:55 AM,08:15 PM,3,6,9,6,37,47,66,0.9,1015,12,10,277,26,malmo
2015-05-18,13,8,0.0,12.0,3,0,04:30 AM,08:27 PM,03:53 AM,08:17 PM,5,7,10,7,27,84,75,2.5,1010,13,9,216,19,malmo
2015-05-19,13,9,0.0,13.7,3,2,05:13 AM,09:32 PM,03:51 AM,08:19 PM,7,9,11,9,27,52,78,6.0,1003,13,9,214,18,malmo
2015-05-20,14,8,0.0,14.5,3,9,06:02 AM,10:26 PM,03:50 AM,08:21 PM,6,9,11,9,20,16,75,0.7,1012,14,9,202,13,malmo
2015-05-21,14,7,0.0,13.7,3,17,06:58 AM,11:12 PM,03:48 AM,08:22 PM,6,9,11,9,18,37,74,0.1,1020,14,10,240,12,malmo
2015-05-22,14,7,0.0,13.7,3,24,08:00 AM,11:48 PM,03:46 AM,08:24 PM,7,10,11,10,21,42,76,0.0,1022,14,10,232,14,malmo
2015-05-23,14,9,0.0,14.5,4,31,09:04 AM,No moonset,03:45 AM,08:26 PM,6,10,12,10,21,30,73,2.2,1018,14,10,297,15,malmo
2015-05-24,14,7,0.0,14.5,4,39,10:10 AM,12:17 AM,03:43 AM,08:27 PM,5,9,10,9,18,18,69,0.0,1018,14,10,249,12,malmo
2015-05-25,13,7,0.0,11.3,3,46,11:16 AM,12:42 AM,03:42 AM,08:29 PM,8,9,11,9,15,51,82,1.4,1012,13,10,263,9,malmo
2015-05-26,14,7,0.0,14.5,4,53,12:21 PM,01:04 AM,03:41 AM,08:30 PM,5,9,11,9,22,33,69,0.1,1013,14,10,279,16,malmo
2015-05-27,14,8,0.0,12.1,3,60,01:27 PM,01:24 AM,03:39 AM,08:32 PM,5,9,11,9,27,62,69,0.4,1016,14,10,290,19,malmo
2015-05-28,15,8,0.0,12.2,3,68,02:33 PM,01:44 AM,03:38 AM,08:33 PM,7,9,11,9,29,47,76,0.0,1010,15,10,221,19,malmo
2015-05-29,14,8,0.0,12.9,3,75,03:40 PM,02:04 AM,03:37 AM,08:35 PM,5,9,11,9,26,49,66,0.0,1009,14,10,209,18,malmo
2015-05-30,12,9,0.0,11.4,3,82,04:47 PM,02:25 AM,03:36 AM,08:36 PM,7,8,11,8,34,76,77,1.6,1005,12,10,232,23,malmo
2015-05-31,14,8,0.0,11.4,3,86,05:56 PM,02:50 AM,03:34 AM,08:38 PM,6,9,12,9,33,79,68,0.3,1010,14,10,213,23,malmo
2015-06-01,15,9,0.0,13.0,3,100,07:03 PM,03:19 AM,03:33 AM,08:39 PM,6,11,13,11,28,54,68,0.0,1011,15,10,238,19,malmo
2015-06-02,13,10,0.0,10.7,3,100,08:07 PM,03:54 AM,03:32 AM,08:40 PM,10,10,12,10,42,94,84,0.1,1008,13,10,191,26,malmo
2015-06-03,16,11,0.0,14.5,3,85,09:07 PM,04:37 AM,03:31 AM,08:42 PM,8,12,14,12,39,40,70,0.5,1012,16,10,254,26,malmo
2015-06-04,16,9,0.0,14.5,4,77,09:58 PM,05:30 AM,03:30 AM,08:43 PM,6,11,13,11,21,13,65,0.0,1027,16,10,285,15,malmo
2015-06-05,18,7,0.0,14.5,5,69,10:41 PM,06:32 AM,03:30 AM,08:44 PM,6,14,14,14,19,12,63,0.0,1025,18,10,166,12,malmo
2015-06-06,22,12,0.0,14.5,5,62,11:17 PM,07:43 AM,03:29 AM,08:45 PM,9,16,17,16,31,14,62,0.4,1018,22,10,213,19,malmo
2015-06-07,17,10,0.0,13.0,4,54,11:48 PM,08:59 AM,03:28 AM,08:46 PM,6,13,14,13,26,34,61,0.0,1025,17,10,260,18,malmo
2015-06-08,15,9,0.0,13.0,3,47,No moonrise,10:17 AM,03:27 AM,08:47 PM,6,11,12,11,19,43,68,0.0,1027,15,10,304,13,malmo
2015-06-09,17,8,0.0,14.5,4,39,12:14 AM,11:38 AM,03:27 AM,08:48 PM,7,13,13,13,12,27,71,0.4,1029,17,10,91,8,malmo
2015-06-10,18,8,0.0,14.5,5,32,12:39 AM,12:57 PM,03:26 AM,08:49 PM,7,14,14,14,15,14,65,0.0,1027,18,10,236,10,malmo
2015-06-11,18,9,0.0,14.5,5,24,01:03 AM,02:18 PM,03:26 AM,08:50 PM,10,13,14,13,14,12,77,0.0,1021,18,10,285,10,malmo
2015-06-12,20,8,0.0,14.5,5,17,01:29 AM,03:38 PM,03:25 AM,08:51 PM,10,16,16,16,11,1,69,0.0,1015,20,10,219,7,malmo
