Elspot flow SE in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 09-11-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE4 > DK2;DK2 > SE4;SE3 > NO1;NO1 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;SE > FI;FI > SE;SE1 > SE2;SE2 > SE1;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;SE4 > PL;PL > SE4;SE4 > LT;LT > SE4;SE4 > DE;DE > SE4
01-01-2019;00 - 01;0;1199,6;300,8;0;0;20;689;0;0;0;0;0;1022,1;0;1022,1;0;0;1067,5;1000;0;600;0;250;0;0;170;0;181,1;15;0
01-01-2019;01 - 02;0;1491,8;140,4;0;0;436,4;680;0;0;207;12,9;0;1200;0;1212,9;0;0;1088;1000;0;600;0;250;0;0;0;14,2;0;0;0
01-01-2019;02 - 03;0;1654,5;120,6;0;0;495;706;0;0;216;0;0;1200;0;1200;0;0;1064,2;1000;0;600;0;250;0;0;0;193,8;0;0;76
01-01-2019;03 - 04;0;1849,8;71,6;0;0;508;722;0;0;221;123,8;0;1200;0;1323,8;0;0;1123,3;1000;0;600;0;250;0;0;0;231,7;0;0;76
01-01-2019;04 - 05;0;1925,7;8,2;0;0;537;757;0;0;234;387;0;1199,9;0;1586,9;0;0;1170,1;1000;0;600;0;250;0;0;0;206,1;0;0;76
01-01-2019;05 - 06;0;2089,9;0;342,2;0;596;829;0;0;259;597;0;1200;0;1797;0;0;1356,4;1000;0;600;0;250;0;0;115,1;0;0;0;76
01-01-2019;06 - 07;0;1790,3;0;226,7;0;651;897;0;0;283;576,8;0;1200;0;1776,8;0;0;1141,9;1000;0;600;0;250;0;0;36,8;0;0;0;76
01-01-2019;07 - 08;0;1551,8;0;278,7;0;719;982;0;0;313;482;0;1200;0;1682;0;0;1014,8;1000;0;600;0;250;0;0;107,6;0;0;0;76
01-01-2019;08 - 09;0;1122;0;166,4;0;794;1074;0;0;346;123,8;0;1200;0;1323,8;0;0;684,4;1000;0;600;0;250;0;0;0;32,8;0;0;76
01-01-2019;09 - 10;0;1436,8;0;876,5;0;896;1199;0;0;390;497,2;0;1200;0;1697,2;0;0;1082,3;1000;0;600;0;250;0;0;316;0;295;0;76
01-01-2019;10 - 11;0;850,3;0;584,6;0;798;1078;0;0;347;369,3;0;1200;0;1569,3;0;0;818,9;1000;0;600;0;250;0;0;282;0;242,1;0;76
01-01-2019;11 - 12;0;471,6;0;558,7;0;826;1112;0;0;359;335;0;1200;0;1535;0;0;817,2;1000;0;600;0;250;0;0;291;0;219;0;76
01-01-2019;12 - 13;0;309,5;0;645,9;0;941;1255;0;0;410;241,3;0;1200;0;1441,3;0;0;638,9;1000;0;600;0;250;0;0;332;0;217,3;0;76
01-01-2019;13 - 14;0;228,2;0;620,3;0;943;1257;0;0;410;285,4;0;1200;0;1485,4;0;0;741,9;1000;0;600;0;250;0;0;333;0;204,5;0;76
01-01-2019;14 - 15;0;150,1;0;530,7;0;946;1260;0;0;412;445,5;0;1200;0;1645,5;0;0;776,6;1000;0;600;0;250;0;0;334;0;170,8;0;76
01-01-2019;15 - 16;351;0;0;362,9;0;1000;1327;0;0;435;248,2;0;1200;0;1448,2;0;0;375,7;1000;0;600;0;250;0;0;353;0;75,9;0;76
01-01-2019;16 - 17;860,9;0;0;41,1;0;1014;1344;0;0;441;39,2;0;1200;0;1239,2;0;0;245,1;1000;0;600;0;250;0;0;293,9;7,4;0;0;76
01-01-2019;17 - 18;989,4;0;68,7;0;0;1015;1345;0;0;442;35,7;0;1200;0;1235,7;0;0;217,8;1000;0;600;0;250;0;0;260;29,2;0;0;76
01-01-2019;18 - 19;966,1;0;267,8;0;0;887;1188;0;0;386;228;0;1200;0;1428;0;0;408,9;1000;0;600;0;250;0;0;181,5;45,7;0;0;76
01-01-2019;19 - 20;811,6;0;416,9;0;0;772;1046;0;0;336;190;0;1200;0;1390;0;0;370,4;1000;0;600;0;250;0;0;46,3;42,9;0;0;76
01-01-2019;20 - 21;101,2;0;230,1;0;0;633;875;0;0;276;0;0;1042,4;0;1042,4;0;0;324,4;1000;0;600;0;250;0;0;223;12,1;0;0;76
01-01-2019;21 - 22;0;202,7;56,9;0;0;630;871;0;0;274;20,9;0;1200;0;1220,9;0;0;546;1000;0;600;0;250;0;0;222;0;30,1;0;76
01-01-2019;22 - 23;0;432,2;243,9;0;0;554;778;0;0;241;0;0,1;1138,1;0;1138;0;0;631,9;1000;0;600;0;250;0;0;196;181;0;0;76
01-01-2019;23 - 00;0;584,3;152,3;0;0;495;705;0;0;216;2,1;0;1200;0;1202,1;0;0;788,1;1000;0;600;0;250;0;0;175;117,6;0;0;76
02-01-2019;00 - 01;0;1036,6;0;44,1;0;454;655;0;0;198;188,7;0;1200;0;1388,7;0;0;1139,3;1000;0;600;0;250;0;0;160;0;181,4;0;76
02-01-2019;01 - 02;0;998,1;0;123,2;0;472;677;0;0;205;97,8;0;1200;0;1297,8;0;0;1041,7;1000;0;600;0;250;0;0;167;0;194;0;76
02-01-2019;02 - 03;0;1006,3;0;106,9;0;469;673;0;0;204;67,1;0;1200;0;1267,1;0;0;1032,7;1000;0;600;0;250;0;0;166;0;193;0;76
02-01-2019;03 - 04;0;982,1;0;202,1;0;594;827;0;0;259;83,5;0;1200;0;1283,5;0;0;1009,9;1000;0;600;0;250;0;0;210;0;140,1;0;76
02-01-2019;04 - 05;0;854,4;0;197;0;676;928;0;0;294;321;0;1200;0;1521;0;0;955,3;1000;0;600;0;250;0;0;239;0;80,5;0;76
02-01-2019;05 - 06;0;207,1;0;0;0;780;1057;0;0;340;357,4;0;1200;0;1557,4;0;0;905,5;1000;0;600;0;250;0;0;275;94,2;0;0;76
02-01-2019;06 - 07;890,7;0;0;109,1;0;922;1231;0;0;401;385,3;0;1200;0;1585,3;0;0;426,3;1000;0;600;0;250;0;0;325;0;271,8;0;76
02-01-2019;07 - 08;1977,2;0;411,1;0;0;1007;1336;0;0;438;990,7;0;647,8;0;1638,5;0;0;0;1000;0;308,4;0;250;0;0;356;0;45,1;0;76
02-01-2019;08 - 09;2416,3;0;792,3;0;0;1078;1423;0;0;469;1460;0;164,2;0;1624,2;0;0;0;965,4;0;400,3;0;0;0;0;96,8;0;0;0;76
02-01-2019;09 - 10;3334,2;0;1460,3;0;0;629,3;1507;0;0;342,8;1459,9;0;107,3;0;1567,2;0;401,2;0;575,9;0;335,5;0;0;0;0;0;0;0;0;0
02-01-2019;10 - 11;2948,8;0;918,5;0;0;1183;1552;0;0;515;1459,9;0;117,8;0;1577,7;0;332,4;0;850,2;0;547,1;0;0;0;0;0;0;0;0;76
02-01-2019;11 - 12;3103;0;939,1;0;0;1166;1532;0;0;507;1460;0;178,7;0;1638,7;0;389,4;0;719;0;476;0;0,1;0;0;0;0;0;0;76
02-01-2019;12 - 13;3364,6;0;1034,3;0;0;1013,2;1603;0;0;533;1460;0;326,7;0;1786,7;0;299,3;0;781,1;0;534,1;0;0;0;0;0;0;0;0;76
02-01-2019;13 - 14;3451,1;0;768,9;0;0;1227;1608;0;0;202,4;1459,9;0;338,5;0;1798,4;0;304;0;784,4;0;535;0;0;0;0;27,6;0;0;0;76
02-01-2019;14 - 15;4271,4;0;1095,2;0;0;950,5;1707;0;0;0;1460;0;571,8;0;2031,8;0;536,8;0;352;0;298,5;0;0,1;0;0;0;0;0;0;76
02-01-2019;15 - 16;5022;0;2853,7;0;382,9;0;189;0;0;0;1460;0;750,5;0;2210,5;0;814,2;0;0;0;21,1;0;0;0;111,5;0;0;0;106;0
02-01-2019;16 - 17;5920,1;0;4303,4;0;1300;0;0;363,2;0;0;1460;0;528,6;0;1988,6;0;1259,5;0;0;241,7;0;0;0;150;585;0;0;0;0,6;0
02-01-2019;17 - 18;6165,8;0;4816,1;0;1300;0;0;447,2;0;0;1460;0;251,4;0;1711,4;0;1273,9;0;0;330,6;0;0;0;150;586,7;0;0;0;435,8;0
02-01-2019;18 - 19;6137,9;0;4468,7;0;1001,3;0;0;13,5;0;0;1460;0;266,6;0;1726,6;0;1274,5;0;0;354,4;0;0;0;150;364,5;0;0;0;615;0
02-01-2019;19 - 20;5649,4;0;4416,5;0;1136,8;0;0;0;1,7;0;1460;0;18,9;0;1478,9;0;1240;0;0;127,5;0;0;0;150;234,5;0;0;0;615;0
02-01-2019;20 - 21;5427,8;0;4089,2;0;1095,6;0;176,5;0;107,5;0;1137,2;0;0;0;1137,2;0;1285,1;0;0;43,3;0,1;0;0;150;23,6;0;0;0;615;0
02-01-2019;21 - 22;4617,9;0;3154,5;0;991,8;0;483,6;0;302,2;0;999,3;0;0;0;999,3;0;919,6;0;0;0;0;0;0;7,6;0;314;0;366;615;0
02-01-2019;22 - 23;3870;0;3359,3;0;1284,5;0;132,8;0;187,8;0;780,9;0;0;0;780,9;0;406,3;0;0;0;0;0;0;44;0;289;0;337;615;0
02-01-2019;23 - 00;2539,7;0;1382,2;0;0;0;975;0;187,8;0;425,7;0;220,6;0;646,3;0;0;0;373,6;0;0;0;0;0;0;252;0;294;15;0
03-01-2019;00 - 01;1389,4;0;275,9;0;0;708;968;0;187,8;0;29,6;0;473,2;0;502,8;0;0;0;446,6;0;0;0;0;0;0;250;0;292;0;262
03-01-2019;01 - 02;639,6;0;96,3;0;0;771;1045;0;0;271,9;0;0;416;0;416;0;0;2,6;706,8;0;0;0;165,1;0;0;272;0;318;0;285
03-01-2019;02 - 03;380;0;214,9;0;0;611,2;743;0;0;349;0;0,1;453,1;0;453;0;0;19,2;805,3;0;0;0;147,1;0;0;283;0;330;0;297
03-01-2019;03 - 04;388,2;0;332,7;0;0;456,6;453;0;0;363;5,6;0;595,3;0;600,9;0;0;0;762,3;0;0;0;151,5;0;0;294;0;343;0;309
03-01-2019;04 - 05;635,1;0;362,1;0;0;544,5;168,8;0;0;349;303,2;0;828,7;0;1131,9;0;0;0;644,9;0;0;0;121,9;0;0;283;0;330;0;297
03-01-2019;05 - 06;1679,7;0;236,8;0;0;818;701,8;0;0;349;1123,4;0;958;0;2081,4;0;0;0;266,5;0;0;0;0;0;0;289;0;337;0;303
03-01-2019;06 - 07;3804,8;0;1193,6;0;0;860;612;0;0;349;1485;0;1200;0;2685;0;544,2;0;0;97,9;0;171,1;0;150;0;301,3;0;0;0;0
03-01-2019;07 - 08;6264,4;0;3673,9;0;11,3;0;0;740,8;0;0;1485;0;1200;0;2685;0;1607,8;0;0;600;0;391;0;150;277,8;0;585,3;0;0;0
03-01-2019;08 - 09;6875;0;4974,9;0;1300;0;0;1789,7;0;0;1485;0;1200;0;2685;0;1689,7;0;0;600;0;213,8;0;150;0;0;169,7;0;600;0
03-01-2019;09 - 10;6875;0;4423,9;0;1300;0;0;1184,8;0;0;1485;0;1200;0;2685;0;1631,2;0;0;567,1;0;116,1;0;150;21,9;0;146,4;0;0;0
03-01-2019;10 - 11;6875;0;3879,7;0;406,4;0;0;859,3;0;0;1485;0;1200;0;2685;0;1588,1;0;0;570,2;0;89,5;0;150;211,9;0;175,6;0;0;0
03-01-2019;11 - 12;6875;0;4562,8;0;1234,3;0;0;1111,4;0;0;1485;0;980,5;0;2465,5;0;1438,6;0;0;545;0;55,3;0;150;0;0;0;0;194,4;0
03-01-2019;12 - 13;6875;0;4667,3;0;1300;0;0;1222,9;80,9;0;1485;0;963,1;0;2448,1;0;1453,8;0;0;574,7;0;62,1;0;150;153,8;0;0;0;79,8;0
03-01-2019;13 - 14;6875;0;4931,1;0;1300;0;0;1301,3;159,5;0;1485;0;724,3;0;2209,3;0;1361,9;0;0;564,8;0;84,7;0;150;77,7;0;0;0;368,3;0
03-01-2019;14 - 15;6875;0;5002,4;0;1274,5;0;0;1301,9;0;0;1485;0;810,9;0;2295,9;0;1364,4;0;0;552,1;0;87,8;0;150;4,5;0;0;0;530,9;0
03-01-2019;15 - 16;6875;0;4498,7;0;1300;0;0;1198;13,1;0;1485;0;741,3;0;2226,3;0;1360;0;0;538,4;0;84,9;0;150;0;0;0;65,2;4,8;0
03-01-2019;16 - 17;6875;0;4951,9;0;1192,9;0;0;1561,1;0;0;1485;0;524,3;0;2009,3;0;1366,2;0;0;525,6;0;56,8;0;150;375,8;0;0;0;0;0
03-01-2019;17 - 18;6875;0;4756,9;0;1300;0;0;1044,3;312,8;0;1485;0;293,2;0;1778,2;0;1310,6;0;0;515,9;0;79,9;0;150;29,6;0;0;0;0;0
03-01-2019;18 - 19;6925;0;5172,8;0;1300;0;0;1214,3;210,6;0;1485;0;540,8;0;2025,8;0;1243,1;0;0;493,1;0;91,8;0;150;46,6;0;0;0;452,4;0
03-01-2019;19 - 20;6925;0;5300;0;1099,2;0;0;1407,2;89,8;0;1485;0;1060,4;0;2545,4;0;1222,3;0;0;433,3;0;47,6;0;150;450;0;0;146;615;0
03-01-2019;20 - 21;6925;0;5300;0;960;0;0;1140,2;0;0,1;1485;0;989,3;0;2474,3;0;1038,2;0;0;407,6;0;157,1;0;150;586;0;0;46,5;615;0
03-01-2019;21 - 22;6925;0;5300;0;817,9;0;0;211,1;0;0;1485;0;624,7;0;2109,7;0;856,1;0;0;438,9;0;273,8;0;150;600;0;250,2;0;615;0
03-01-2019;22 - 23;6235,8;0;5222,3;0;903,1;0;4,9;0;0;0;1485;0;300,2;0;1785,2;0;605,8;0;0;286;0;258,7;0;150;600;0;327,1;0;600;0
03-01-2019;23 - 00;4425,3;0;2747,9;0;415,1;0;1278,2;0;0;0;1485;0;186,3;0;1671,3;0;121,6;0;0;0;0;0;0;0;0;0;0;227,6;0;0
04-01-2019;00 - 01;3635,4;0;2258,9;0;431,9;0;1211;0;0;0;888,3;0;817,5;0;1705,8;0;0;0;0;0;0;356,2;0;0,1;0;236,4;0;81,4;0;0
04-01-2019;01 - 02;2444,2;0;915,1;0;0;843,3;1228;0;0;0;459,2;0;1194,5;0;1653,7;0;0;0;470;0;0;0;95,3;0;0;281,6;0;0;0;0
04-01-2019;02 - 03;1994;0;781,1;0;0;852,9;1231;0;0;181,8;368,9;0;1200;0;1568,9;0;0;46,6;617,3;0;110,6;0;250;0;0;325;0;27,6;0;0
04-01-2019;03 - 04;1938,6;0;1000,1;0;0;909;1215;0;0;396;421,6;0;1200;0;1621,6;0;0;136,9;596,6;0;117;0;250;0;0;33,1;0;0;0;0
04-01-2019;04 - 05;2133,2;0;741,6;0;0;981;1303;0;0;427;660,9;0;1200;0;1860,9;0;0;216,9;456,1;0;5,7;0;250;0;0;238,6;0;0;0;0
04-01-2019;05 - 06;2595,8;0;978,8;0;0;1132;1171;0;0;493;1052,4;0;1200;0;2252,4;0;0;156,3;383,4;0;0;0;58,4;0;0;0;100;0;0;76
04-01-2019;06 - 07;5625,4;0;3286,1;0;0;275,1;1137,6;0;0;493;1510;0;1200;0;2710;0;1023;0;0;491,7;0;97,2;0;150;600;0;700;0;0;76
04-01-2019;07 - 08;6875;0;5200;0;1195,2;0;0;276,2;0;493;1510;0;1200;0;2710;0;1348,8;0;0;600;0;262,4;0;150;600;0;700;0;30,7;0
04-01-2019;08 - 09;6875;0;5291,2;0;820,1;0;0;837;0;210,2;1510;0;1200;0;2710;0;1291,5;0;0;600;0;195,5;0;150;600;0;700;0;387,4;0
04-01-2019;09 - 10;6875;0;5000;0;542,3;0;0;737,5;0;0;1510;0;1200;0;2710;0;1334,6;0;0;600;0;189,3;0;150;600;0;700;0;394,1;0
04-01-2019;10 - 11;6875;0;5164,8;0;712,2;0;0;725;0;354,4;1510;0;1200;0;2710;0;1347;0;0;600;0;185,4;0;150;600;0;700;0;338,1;0
04-01-2019;11 - 12;6665,1;0;5150,9;0;1056,9;0;0;509,9;0;740;1510;0;1200;0;2710;0;1244,8;0;0;576,7;0;161,5;0;150;600;0;700;0;0;0
04-01-2019;12 - 13;5990,8;0;3926,2;0;0;107,6;76,1;0;0;740;1510;0;1200;0;2710;0;1000,8;0;0;371,6;0;99,7;0;150;600;0;700;0;0;0
04-01-2019;13 - 14;5724,6;0;3822,3;0;0;140,8;0,1;0;0;740;1510;0;1200;0;2710;0;937,3;0;0;316,4;0;81,4;0;150;600;0;700;0;0;0
04-01-2019;14 - 15;5480,8;0;3578,1;0;0;301,5;0;0;0;740;1510;0;1200;0;2710;0;861,8;0;0;244,5;0;50,5;0;150;600;0;700;0;0;0
04-01-2019;15 - 16;5468,2;0;3511,6;0;0;359,5;0;117,1;0;740;1510;0;1200;0;2710;0;936,6;0;0;308,1;0;78,8;0;150;600;0;700;0;0;0
04-01-2019;16 - 17;5940,5;0;4356,8;0;460;0;0;668,9;0;740;1510;0;1200;0;2710;0;1124,9;0;0;506,4;0;135,2;0;150;600;0;700;0;0;0
04-01-2019;17 - 18;6243,3;0;5034,3;0;675,9;0;0;1050,7;0;723,2;1510;0;1200;0;2710;0;1261,3;0;0;600;0;197,1;0;150;600;0;700;0;482,9;0
04-01-2019;18 - 19;6034,8;0;5021,5;0;654,5;0;0;1135,1;0;613;1510;0;1200;0;2710;0;1171,7;0;0;554,5;0;134,9;0;150;600;0;700;0;559,6;0
04-01-2019;19 - 20;5499,1;0;4167,2;0;446,1;0;0;540;0;613;1510;0;1200;0;2710;0;1011,4;0;0;419,5;0;88,5;0;150;600;0;700;0;0;0
04-01-2019;20 - 21;4586,2;0;2641,7;0;0;889,8;531,6;0;0;613;1510;0;1200;0;2710;0;800,2;0;0;110,4;0;0;0;150;600;0;700;0;0;76
04-01-2019;21 - 22;3745,6;0;1735,8;0;0;996;912,3;0;0;433;1510;0;1200;0;2710;0;501,9;0;0;0;0;0;0;94;359;0;307,5;0;0;76
04-01-2019;22 - 23;2039,4;0;1201,9;0;0;800;320,1;0;0;348;1510;0;1015,6;0;2525,6;0;37,3;0;359,5;0;12,5;0;0,1;0;66,5;0;0;0;0;76
04-01-2019;23 - 00;1000,8;0;521,5;0;0;716;729,4;0;0;312;1272,1;0;742,8;0;2014,9;0;0;0;700,1;0;0;0;222,5;0;0;253;0;288,4;0;76
05-01-2019;00 - 01;591,5;0;605,1;0;0;674;282,2;0;0;293;747,9;0;1200;0;1947,9;0;0;326,1;393,8;0;0;100,5;0;0;0;238;0;157,8;0;76
05-01-2019;01 - 02;195,4;0;411,6;0;0;684;328,4;0;0;298;600,2;0;1200;0;1800,2;0;0;301;690,4;0;0;0;14,7;0;0;242;0;267,6;0;76
05-01-2019;02 - 03;231;0;398,6;0;0;654;586,8;0;0;285;302;0;1121,6;0;1423,6;0;0;0;731,2;0;0;0;184,7;0;0;231;0;269;0;76
05-01-2019;03 - 04;39,3;0;314;0;0;684;517,3;0;0;298;269;0;1172,3;0;1441,3;0;0;0;790,4;0;30,1;0;250;0;0;242;0;282;0;76
05-01-2019;04 - 05;0;0;340,3;0;0;710;391,1;0;0;309;415,5;0;1200;0;1615,5;0;0;165,8;656,8;0;19,7;0;250;0;0;250;0;213,6;0;76
05-01-2019;05 - 06;0;166,5;355,3;0;0;853;119,6;0;0;371;740,4;0;1200;0;1940,4;0;0;484;659;0;0;0;93,6;0;0;301;0;46,8;0;76
05-01-2019;06 - 07;214,8;0;512,4;0;0;932;0;15,7;0;406;1086,4;0;1200;0;2286,4;0;0;818;687,9;0;0;39,6;0;0;0;250,5;0;0;0;76
05-01-2019;07 - 08;1305,6;0;1101,3;0;0;929;0;0;0;427;1466,2;0;1200;0;2666,2;0;0;290,9;573,8;0;0;0;0;0;0;0;127,8;0;0;76
05-01-2019;08 - 09;2733,2;0;2402,5;0;0;811,4;0;398;0;444;1519,9;0;1200;0;2719,9;0;73,1;0;0;0;0;136,8;0;149,9;600;0;571,2;0;0;76
05-01-2019;09 - 10;3275,4;0;2790;0;0;691,9;0;711;0;456;1520;0;1200;0;2720;0;370,1;0;0;10,9;0;232,3;0;150;600;0;700;0;0;102
05-01-2019;10 - 11;3877,5;0;2876,4;0;0;622,4;0;630,4;0;428;1520;0;1200;0;2720;0;425,7;0;0;15,1;0;214,5;0;150;600;0;700;0;0;204
05-01-2019;11 - 12;4180,4;0;3100,6;0;0;606,5;0;709,8;0;398;1520;0;1200;0;2720;0;458,4;0;0;45,7;0;219,9;0;150;600;0;700;0;0;86,4
05-01-2019;12 - 13;4569,7;0;3367,5;0;0;473,3;0;586,5;0;439;1520;0;1200;0;2720;0;598;0;0;154;0;254,7;0;150;600;0;700;0;0;0
05-01-2019;13 - 14;4877,7;0;3823;0;0;2,6;0;1115,7;0;15,8;1520;0;1200;0;2720;0;736,2;0;0;263,5;0;287,5;0;150;600;0;700;0;0;0
05-01-2019;14 - 15;4983,2;0;3713,7;0;0;109,2;0;926,7;0;0;1520;0;1200;0;2720;0;781,7;0;0;291;0;291,8;0;150;600;0;700;0;0;0
05-01-2019;15 - 16;5637,8;0;4499,5;0;624,9;0;0;1246,3;0;0;1520;0;1200;0;2720;0;1180,7;0;0;493;0;233,8;0;150;600;0;700;0;0;0
05-01-2019;16 - 17;6394;0;5154,4;0;978;0;0;1548,4;0;0;1520;0;1200;0;2720;0;1539,9;0;0;600;0;356,3;0;150;600;0;700;0;164;0
05-01-2019;17 - 18;6544;0;5300;0;1236,6;0;0;1779,5;106,4;0;1520;0;1200;0;2720;0;1620,2;0;0;600;0;413,7;0;150;600;0;700;0;0;0
05-01-2019;18 - 19;6844,2;0;5300;0;986;0;0;1503,8;292,3;0;1520;0;1200;0;2720;0;1744,8;0;0;600;0;559,8;0;150;600;0;700;0;249,4;0
05-01-2019;19 - 20;6700;0;5300;0;886,9;0;0;1180,9;99,3;0;1520;0;1200;0;2720;0;1560,6;0;0;600;0;473,7;0;150;600;0;700;0;424,7;0
05-01-2019;20 - 21;6192,6;0;4745,7;0;943,9;0;0;633,4;0;0;1520;0;1142,4;0;2662,4;0;1305,1;0;0;600;0;470,4;0;150;600;0;630;0;0;0
05-01-2019;21 - 22;5472,5;0;3782,6;0;629,1;0;0;189,2;0;0;1520;0;1200;0;2720;0;1047,1;0;0;600;0;508,1;0;150;404;0;281,2;0;0;0
05-01-2019;22 - 23;4700;0;3242,1;0;1081,5;0;0;89,6;0;0;1520;0;1162,2;0;2682,2;0;813,1;0;0;515,6;0;462,2;0;150;0;196;0;17,6;0;0
05-01-2019;23 - 00;3277,6;0;1257,7;0;0;191,3;1331,2;0;0;0;1519,9;0;576,6;0;2096,5;0;474,5;0;0;270,7;0;414,9;0;150;0;380;0;444;0;0
06-01-2019;00 - 01;2381,1;0;1309,2;0;0;213,1;725,6;0;0;131,4;883,2;0;824,8;0;1708;0;0;0;0;80;0;600;0;150;0;355;0;414;0;0
06-01-2019;01 - 02;1902,4;0;692,2;0;0;496,1;1048,4;0;0;410;524,9;0;1103,5;0;1628,4;0;0;0;0;0;0;259,2;0;0;0;332;0;388;0;349
06-01-2019;02 - 03;1852;0;1315,2;0;0;174,8;527,5;0;0;430;486;0;1040,8;0;1526,8;0;0;0;0;0;0;234,9;0;0;0;348;0;394,2;0;0
06-01-2019;03 - 04;1854,8;0;1470,2;0;0;82;395,3;0;0;436;481,4;0;1053,6;0;1535;0;0;0;0,1;0;0;223,3;0;0;0;353;0;330,9;0;0
06-01-2019;04 - 05;1804,2;0;1274;0;0;71,1;370,3;0;0;445;295,6;0;1200;0;1495,6;0;0;0;84,3;0;0;0;0;0;0;361;0;173,7;0;379
06-01-2019;05 - 06;2088,2;0;948,6;0;0;559,2;1024,6;0;0;457;551;0;1062,6;0;1613,6;0;0;0;0;0;0;240;0;0;0;370;0;18,4;0;389
06-01-2019;06 - 07;2415,8;0;1237,4;0;0;540;1107,8;0;0;201,7;984,7;0;571,3;0;1556;0;0;0;0;0;0;461,3;0;0;0;359;0;153,2;0;96,7
06-01-2019;07 - 08;3545,5;0;1774,6;0;0;470,7;1354,8;0;0;0;1480;0;443;0;1923;0;498;0;0;143,2;0;234,9;0;150;0;300;0;0;0;0
06-01-2019;08 - 09;4582,6;0;2939,4;0;577,8;0;877,9;0;0;0;1480;0;461,2;0;1941,2;0;814,3;0;0;367,6;0;312,6;0;150;0;300;0;0;0;0
06-01-2019;09 - 10;5653,6;0;4660,6;0;1300;0;0;57,6;0;0;1480;0;510,1;0;1990,1;0;1279,1;0;0;599,9;0;491,9;0;150;0;0;8,2;0;600;0
06-01-2019;10 - 11;6430,7;0;5230,1;0;1300;0;0;187,8;135,7;0;1480;0;420;0;1900;0;1588,3;0;0;600;0;586,9;0;150;66,5;0;437,4;0;615;0
06-01-2019;11 - 12;6600,7;0;5300;0;979,7;0;0;375,7;278;0;1480;0;382,3;0;1862,3;0;1720,6;0;0;600;0;586,8;0;150;500,6;0;366,7;0;615;0
06-01-2019;12 - 13;6682,6;0;5300;0;953,5;0;0;437,8;211,8;0;1480;0;557,8;0;2037,8;0;1766,7;0;0;600;0;572,9;0;150;600;0;269,6;0;615;0
06-01-2019;13 - 14;6562,8;0;5300;0;940,2;0;0;266,3;143,8;0;1480;0;511,8;0;1991,8;0;1563,1;0;0;600;0;503,2;0;150;600;0;313,9;0;615;0
06-01-2019;14 - 15;6105,3;0;4582,4;0;1061,2;0;0;42;0;0;1480;0;806,9;0;2286,9;0;1119,3;0;0;543,1;0;304,9;0;150;299;0;427,5;0;15;0
06-01-2019;15 - 16;6130,8;0;4309,3;0;634,2;0;0;33,7;0;0;1480;0;910,8;0;2390,8;0;1133,1;0;0;525,9;0;292,5;0;150;314,2;0;546,4;0;0;0
06-01-2019;16 - 17;6925;0;5300;0;1061,3;0;0;1081,5;234,1;0;1480;0;1157,8;0;2637,8;0;1774,2;0;0;600;0;385,9;0;150;600;0;356,6;0;300,3;0
06-01-2019;17 - 18;6925;0;5300;0;1172,1;0;0;1225;428,1;0;1480;0;1020;0;2500;0;1734,4;0;0;600;0;333,6;0;150;547,6;0;76,9;0;478,6;0
06-01-2019;18 - 19;6925;0;5300;0;1106,6;0;0;926,8;326,9;0;1480;0;993,8;0;2473,8;0;1641,3;0;0;596,3;0;300,4;0;150;570,9;0;56,7;0;615;0
06-01-2019;19 - 20;6925;0;5300;0;1024,2;0;0;418,7;154,3;0;1480;0;924,2;0;2404,2;0;1518;0;0;597,4;0;306,1;0;150;600;0;235,5;0;615;0
06-01-2019;20 - 21;6754,6;0;5300;0;886,4;0;0;0;269,8;0;1480;0;457,5;0;1937,5;0;1322,7;0;0;535,1;0;279,3;0;150;600;0;495,6;0;615;0
06-01-2019;21 - 22;6518,5;0;5300;0;835,6;0;0;0,1;651;0;1480;0;336,6;0;1816,6;0;1261,1;0;0;568,8;0;250,1;0;150;600;0;661,7;0;615;0
06-01-2019;22 - 23;5644,8;0;4136,3;0;934,9;0;832,5;0;651;0;1480;0;171,2;0;1651,2;0;970,9;0;0;386,9;0;227,5;0;150;19,9;0;118,8;0;615;0
06-01-2019;23 - 00;4701;0;3755,8;0;1300;0;847;0;680;0;1173,6;0;0;0;1173,6;0;808;0;0;349,1;0;219,1;0;150;0;215;0;242,1;615;0
07-01-2019;00 - 01;2942,4;0;1986,9;0;67,9;0;1248,9;0;668,2;0;594,1;0;0,1;0;594,2;0;0;0;63,8;0;0;0;0;0;0;254,9;0;0;15;0
07-01-2019;01 - 02;2747,5;0;1984,7;0;0;93,3;1178;0;647,6;0;300,7;0;0;0;300,7;0;158,5;0;241,1;0;82;0;0;0;0;41,9;0;0;0;0
07-01-2019;02 - 03;2679;0;1997,3;0;0;0;1134;0;581,3;0;187,5;0;0;0;187,5;0;250,1;0;215,7;0;127,1;0;0;0;0;107,5;0;0;0;0
07-01-2019;03 - 04;2190,1;0;1197,3;0;0;742,8;1227;0;680;0;344;0;0;0;344;0;35;0;385,1;0;188,4;0;0;0;0;166,2;0;0;0;0
