,flow SE2 > SE3,flow SE4 > SE3,flow NO1 > SE3,flow DK1 > SE3,flow FI > SE3
2015-01-01 00:00:00,0.0,266.7,0.0,350.0,0.0
2015-01-01 01:00:00,0.0,251.8,0.0,325.0,0.0
2015-01-01 02:00:00,0.0,274.8,0.0,318.0,0.0
2015-01-01 03:00:00,0.0,177.7,0.0,316.0,0.0
2015-01-01 04:00:00,0.0,165.1,0.0,317.0,0.0
2015-01-01 05:00:00,0.0,413.7,0.0,319.0,0.0
2015-01-01 06:00:00,0.0,191.3,0.0,344.0,0.0
2015-01-01 07:00:00,0.0,216.2,0.0,350.0,0.0
2015-01-01 08:00:00,0.0,285.3,0.0,350.0,0.0
2015-01-01 09:00:00,0.0,326.8,0.0,350.0,0.0
2015-01-01 10:00:00,0.0,171.7,0.0,350.0,0.0
2015-01-01 11:00:00,123.3,138.1,0.0,350.0,0.0
2015-01-01 12:00:00,179.3,157.9,0.0,350.0,0.0
2015-01-01 13:00:00,320.8,183.1,0.0,350.0,0.0
2015-01-01 14:00:00,678.2,30.4,0.0,350.0,0.0
2015-01-01 15:00:00,528.3,0.0,0.0,350.0,0.0
2015-01-01 16:00:00,570.8,0.0,142.7,350.0,0.0
2015-01-01 17:00:00,573.4,0.0,309.8,350.0,0.0
2015-01-01 18:00:00,512.9,0.0,180.8,350.0,0.0
2015-01-01 19:00:00,506.6,0.0,0.0,350.0,0.0
2015-01-01 20:00:00,155.7,0.0,0.0,350.0,0.0
2015-01-01 21:00:00,0.0,0.0,0.0,318.0,0.0
2015-01-01 22:00:00,0.0,233.5,0.0,282.0,0.0
2015-01-01 23:00:00,0.0,66.5,0.0,235.0,0.0
2015-01-02 00:00:00,0.0,649.7,0.0,327.0,0.0
2015-01-02 01:00:00,0.0,549.6,0.0,296.0,0.0
2015-01-02 02:00:00,0.0,509.4,0.0,269.0,0.0
2015-01-02 03:00:00,0.0,485.1,0.0,265.0,0.0
2015-01-02 04:00:00,0.0,546.9,0.0,295.0,0.0
2015-01-02 05:00:00,0.0,681.7,0.0,350.0,0.0
2015-01-02 06:00:00,0.0,685.8,0.0,350.0,0.0
2015-01-02 07:00:00,0.0,420.7,466.0,350.0,0.0
2015-01-02 08:00:00,0.0,166.7,0.0,350.0,0.0
2015-01-02 09:00:00,0.0,57.5,0.0,350.0,0.0
2015-01-02 10:00:00,458.7,0.0,0.0,350.0,0.0
2015-01-02 11:00:00,693.6,0.0,0.0,350.0,0.0
2015-01-02 12:00:00,854.9,0.0,0.0,350.0,0.0
2015-01-02 13:00:00,878.7,0.0,0.0,350.0,0.0
2015-01-02 14:00:00,939.0,0.0,0.0,350.0,0.0
2015-01-02 15:00:00,1052.5,0.0,0.0,350.0,0.0
2015-01-02 16:00:00,1163.9,0.0,30.7,350.0,0.0
2015-01-02 17:00:00,1204.0,0.0,313.7,350.0,0.0
2015-01-02 18:00:00,1158.1,0.0,99.2,350.0,0.0
2015-01-02 19:00:00,468.5,0.0,148.9,350.0,0.0
2015-01-02 20:00:00,450.6,0.0,0.0,350.0,0.0
2015-01-02 21:00:00,0.0,278.1,0.0,350.0,0.0
2015-01-02 22:00:00,0.0,79.5,0.0,334.0,0.0
2015-01-02 23:00:00,0.0,217.1,0.0,273.0,0.0
2015-01-03 00:00:00,0.0,298.1,0.0,253.0,0.0
2015-01-03 01:00:00,0.0,336.3,0.0,241.0,0.0
2015-01-03 02:00:00,0.0,347.3,0.0,238.0,0.0
2015-01-03 03:00:00,0.0,373.7,0.0,243.0,0.0
2015-01-03 04:00:00,0.0,410.2,0.0,261.0,0.0
2015-01-03 05:00:00,0.0,452.2,0.0,297.0,0.0
2015-01-03 06:00:00,0.0,391.8,0.0,316.0,0.0
2015-01-03 07:00:00,0.0,237.2,0.0,326.0,0.0
2015-01-03 08:00:00,0.0,101.5,0.0,327.0,0.0
2015-01-03 09:00:00,0.5,0.0,0.0,329.0,0.0
2015-01-03 10:00:00,404.5,0.0,325.3,336.0,0.0
2015-01-03 11:00:00,588.7,0.0,305.7,341.0,0.0
2015-01-03 12:00:00,612.8,0.0,111.1,350.0,0.0
2015-01-03 13:00:00,521.9,0.0,155.8,350.0,0.0
2015-01-03 14:00:00,223.6,0.0,928.8,350.0,0.0
2015-01-03 15:00:00,446.0,0.0,2091.6,350.0,0.0
2015-01-03 16:00:00,1480.4,0.0,2120.0,350.0,0.0
2015-01-03 17:00:00,2061.8,0.0,2120.0,350.0,0.0
2015-01-03 18:00:00,2180.5,0.0,2120.0,350.0,0.0
2015-01-03 19:00:00,1688.9,0.0,2120.0,350.0,0.0
2015-01-03 20:00:00,1073.1,0.0,2120.0,350.0,0.0
2015-01-03 21:00:00,0.0,0.0,1764.8,350.0,0.0
2015-01-03 22:00:00,0.0,0.0,544.0,350.0,0.0
2015-01-03 23:00:00,0.0,170.3,0.0,350.0,0.0
2015-01-04 00:00:00,0.0,405.4,231.8,350.0,0.0
2015-01-04 01:00:00,0.0,461.9,188.2,350.0,0.0
2015-01-04 02:00:00,0.0,428.5,51.2,350.0,0.0
2015-01-04 03:00:00,0.0,416.1,161.8,350.0,0.0
2015-01-04 04:00:00,0.0,445.5,310.7,350.0,0.0
2015-01-04 05:00:00,0.0,546.7,618.8,350.0,0.0
2015-01-04 06:00:00,0.0,577.6,354.9,350.0,0.0
2015-01-04 07:00:00,0.0,466.5,644.6,350.0,0.0
2015-01-04 08:00:00,0.0,309.1,912.0,350.0,0.0
2015-01-04 09:00:00,0.0,130.3,1223.7,350.0,0.0
2015-01-04 10:00:00,0.0,0.0,1489.0,350.0,0.0
2015-01-04 11:00:00,0.0,0.0,1488.8,350.0,0.0
2015-01-04 12:00:00,0.0,0.0,1262.2,350.0,0.0
2015-01-04 13:00:00,65.2,0.0,1397.0,350.0,0.0
2015-01-04 14:00:00,0.0,0.0,1507.3,350.0,0.0
2015-01-04 15:00:00,24.1,0.0,2120.0,350.0,0.0
2015-01-04 16:00:00,1409.0,0.0,2120.0,350.0,0.0
2015-01-04 17:00:00,1977.7,0.0,2120.0,350.0,0.0
2015-01-04 18:00:00,2090.5,0.0,2120.0,350.0,0.0
2015-01-04 19:00:00,1813.1,0.0,2120.0,350.0,0.0
2015-01-04 20:00:00,1378.4,0.0,2120.0,350.0,0.0
2015-01-04 21:00:00,572.4,0.0,2120.0,350.0,0.0
2015-01-04 22:00:00,548.2,0.0,2145.0,343.0,0.0
2015-01-04 23:00:00,0.0,35.6,1034.1,343.0,0.0
2015-01-05 00:00:00,0.0,43.0,2145.0,350.0,0.0
2015-01-05 01:00:00,0.0,115.9,2145.0,350.0,0.0
2015-01-05 02:00:00,0.0,109.6,2145.0,350.0,0.0
2015-01-05 03:00:00,0.0,109.7,2145.0,350.0,0.0
2015-01-05 04:00:00,0.0,5.0,2145.0,350.0,0.0
2015-01-05 05:00:00,720.1,0.0,2145.0,350.0,0.0
2015-01-05 06:00:00,2060.2,0.0,2120.0,350.0,0.0
2015-01-05 07:00:00,5128.8,0.0,2120.0,350.0,0.0
2015-01-05 08:00:00,6500.0,0.0,2028.1,0.0,0.0
2015-01-05 09:00:00,6500.0,0.0,1880.8,0.0,0.0
2015-01-05 10:00:00,6500.0,0.0,1917.3,0.0,0.0
2015-01-05 11:00:00,6500.0,0.0,2081.0,0.0,0.0
2015-01-05 12:00:00,6500.0,0.0,2120.0,0.0,0.0
2015-01-05 13:00:00,6500.0,0.0,2120.0,0.0,0.0
2015-01-05 14:00:00,6500.0,0.0,2120.0,0.0,0.0
2015-01-05 15:00:00,6500.0,0.0,2066.5,0.0,0.0
2015-01-05 16:00:00,6500.0,0.0,2120.0,43.4,0.0
2015-01-05 17:00:00,6500.0,0.0,2120.0,0.0,0.0
2015-01-05 18:00:00,6500.0,0.0,2120.0,0.0,0.0
2015-01-05 19:00:00,6500.0,0.0,2120.0,0.0,0.0
2015-01-05 20:00:00,6500.0,0.0,2120.0,0.0,0.0
2015-01-05 21:00:00,6500.0,0.0,2120.0,0.0,0.0
2015-01-05 22:00:00,5680.9,0.0,2145.0,0.0,0.0
2015-01-05 23:00:00,3162.1,0.0,2145.0,214.3,0.0
2015-01-06 00:00:00,2093.4,0.0,2145.0,0.0,0.0
2015-01-06 01:00:00,2150.3,0.0,2145.0,26.3,0.0
2015-01-06 02:00:00,1614.4,0.0,2145.0,280.8,0.0
2015-01-06 03:00:00,1368.2,0.0,2145.0,350.0,0.0
2015-01-06 04:00:00,1449.4,0.0,2145.0,350.0,0.0
2015-01-06 05:00:00,1389.8,0.0,2145.0,350.0,0.0
2015-01-06 06:00:00,2179.6,0.0,2120.0,0.0,0.0
2015-01-06 07:00:00,4196.4,0.0,1870.7,0.0,0.0
2015-01-06 08:00:00,4657.7,0.0,1916.5,0.0,0.0
2015-01-06 09:00:00,4488.7,0.0,2120.0,8.2,0.0
2015-01-06 10:00:00,4786.2,0.0,2120.0,324.7,0.0
2015-01-06 11:00:00,4774.8,0.0,2120.0,350.0,0.0
2015-01-06 12:00:00,4258.6,0.0,2120.0,350.0,0.0
2015-01-06 13:00:00,4155.7,0.0,2120.0,350.0,0.0
2015-01-06 14:00:00,4196.2,0.0,2120.0,350.0,0.0
2015-01-06 15:00:00,4697.7,0.0,2120.0,350.0,0.0
2015-01-06 16:00:00,5230.8,0.0,2120.0,350.0,0.0
2015-01-06 17:00:00,5527.5,0.0,2120.0,350.0,0.0
2015-01-06 18:00:00,4823.4,0.0,2120.0,350.0,0.0
2015-01-06 19:00:00,4231.7,0.0,2120.0,350.0,0.0
2015-01-06 20:00:00,3447.8,0.0,2120.0,350.0,0.0
2015-01-06 21:00:00,2029.5,0.0,2120.0,350.0,0.0
2015-01-06 22:00:00,934.2,0.0,2145.0,350.0,0.0
2015-01-06 23:00:00,0.0,0.0,1817.1,350.0,0.0
2015-01-07 00:00:00,0.0,453.3,1688.9,350.0,0.0
2015-01-07 01:00:00,0.0,480.2,1288.5,350.0,0.0
2015-01-07 02:00:00,0.0,456.4,1161.5,350.0,0.0
2015-01-07 03:00:00,0.0,731.1,980.8,350.0,0.0
2015-01-07 04:00:00,0.0,589.7,1473.8,350.0,0.0
2015-01-07 05:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-07 06:00:00,3185.7,0.0,2120.0,350.0,0.0
2015-01-07 07:00:00,6024.3,0.0,2120.0,299.9,0.0
2015-01-07 08:00:00,6400.0,0.0,2120.0,297.7,0.0
2015-01-07 09:00:00,6227.1,0.0,2120.0,346.0,0.0
2015-01-07 10:00:00,6400.0,0.0,2120.0,215.1,0.0
2015-01-07 11:00:00,6326.5,0.0,2120.0,240.3,0.0
2015-01-07 12:00:00,6120.2,0.0,2120.0,350.0,0.0
2015-01-07 13:00:00,5991.7,0.0,2120.0,350.0,0.0
2015-01-07 14:00:00,6071.0,0.0,2120.0,350.0,0.0
2015-01-07 15:00:00,6400.0,0.0,2120.0,350.0,0.0
2015-01-07 16:00:00,6400.0,0.0,2120.0,350.0,0.0
2015-01-07 17:00:00,6400.0,0.0,2120.0,350.0,0.0
2015-01-07 18:00:00,6392.3,0.0,2120.0,350.0,0.0
2015-01-07 19:00:00,5739.9,0.0,2120.0,350.0,0.0
2015-01-07 20:00:00,4650.3,0.0,2120.0,350.0,0.0
2015-01-07 21:00:00,2990.7,0.0,2120.0,350.0,0.0
2015-01-07 22:00:00,1314.3,0.0,2145.0,350.0,0.0
2015-01-07 23:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-08 00:00:00,0.0,177.1,2145.0,350.0,0.0
2015-01-08 01:00:00,0.0,559.5,1407.2,350.0,0.0
2015-01-08 02:00:00,0.0,687.4,951.5,350.0,0.0
2015-01-08 03:00:00,0.0,793.8,739.2,350.0,0.0
2015-01-08 04:00:00,0.0,814.5,1125.6,350.0,0.0
2015-01-08 05:00:00,0.0,734.1,2041.0,350.0,0.0
2015-01-08 06:00:00,380.4,0.0,2120.0,350.0,0.0
2015-01-08 07:00:00,3238.3,0.0,2120.0,350.0,0.0
2015-01-08 08:00:00,3523.8,0.0,2120.0,350.0,0.0
2015-01-08 09:00:00,3346.3,0.0,2120.0,350.0,0.0
2015-01-08 10:00:00,3475.7,0.0,2120.0,350.0,0.0
2015-01-08 11:00:00,3650.4,0.0,2120.0,350.0,0.0
2015-01-08 12:00:00,3744.9,0.0,2120.0,350.0,0.0
2015-01-08 13:00:00,3897.2,0.0,2120.0,350.0,0.0
2015-01-08 14:00:00,4233.0,0.0,2120.0,350.0,0.0
2015-01-08 15:00:00,4778.9,0.0,2120.0,350.0,0.0
2015-01-08 16:00:00,5310.0,0.0,2120.0,350.0,0.0
2015-01-08 17:00:00,5644.7,0.0,2120.0,350.0,0.0
2015-01-08 18:00:00,5022.3,0.0,2120.0,350.0,0.0
2015-01-08 19:00:00,4490.4,0.0,2120.0,350.0,0.0
2015-01-08 20:00:00,3333.0,0.0,2120.0,350.0,0.0
2015-01-08 21:00:00,1669.7,0.0,2120.0,350.0,0.0
2015-01-08 22:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-08 23:00:00,0.0,259.0,1501.2,350.0,0.0
2015-01-09 00:00:00,0.0,750.5,1247.9,350.0,0.0
2015-01-09 01:00:00,0.0,927.6,875.2,350.0,0.0
2015-01-09 02:00:00,0.0,934.9,707.3,350.0,0.0
2015-01-09 03:00:00,0.0,927.1,973.5,350.0,0.0
2015-01-09 04:00:00,0.0,833.3,1668.3,350.0,0.0
2015-01-09 05:00:00,0.0,468.9,2145.0,350.0,0.0
2015-01-09 06:00:00,743.2,0.0,2120.0,350.0,0.0
2015-01-09 07:00:00,3586.0,0.0,2120.0,350.0,0.0
2015-01-09 08:00:00,3771.5,0.0,2120.0,350.0,0.0
2015-01-09 09:00:00,3236.6,0.0,2106.3,350.0,0.0
2015-01-09 10:00:00,3699.8,0.0,2120.0,350.0,0.0
2015-01-09 11:00:00,4407.2,0.0,2120.0,350.0,0.0
2015-01-09 12:00:00,4536.1,0.0,2120.0,350.0,0.0
2015-01-09 13:00:00,4045.3,0.0,2120.0,350.0,0.0
2015-01-09 14:00:00,3332.8,0.0,2120.0,350.0,0.0
2015-01-09 15:00:00,3510.3,0.0,2120.0,350.0,0.0
2015-01-09 16:00:00,4235.1,0.0,2120.0,350.0,0.0
2015-01-09 17:00:00,4854.5,0.0,2120.0,350.0,0.0
2015-01-09 18:00:00,4425.5,0.0,2120.0,350.0,0.0
2015-01-09 19:00:00,3674.2,0.0,2120.0,350.0,0.0
2015-01-09 20:00:00,2442.1,0.0,2120.0,350.0,0.0
2015-01-09 21:00:00,870.9,0.0,2120.0,350.0,0.0
2015-01-09 22:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-09 23:00:00,0.0,319.2,2145.0,350.0,0.0
2015-01-10 00:00:00,0.0,564.3,2145.0,350.0,0.0
2015-01-10 01:00:00,0.0,487.8,2145.0,350.0,0.0
2015-01-10 02:00:00,0.0,246.6,2145.0,350.0,0.0
2015-01-10 03:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-10 04:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-10 05:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-10 06:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-10 07:00:00,787.6,0.0,2120.0,350.0,0.0
2015-01-10 08:00:00,1387.6,0.0,2120.0,350.0,0.0
2015-01-10 09:00:00,1603.7,0.0,2120.0,350.0,0.0
2015-01-10 10:00:00,1566.9,0.0,2120.0,350.0,0.0
2015-01-10 11:00:00,1190.4,0.0,2120.0,350.0,0.0
2015-01-10 12:00:00,721.9,0.0,2120.0,350.0,0.0
2015-01-10 13:00:00,332.4,0.0,2120.0,350.0,0.0
2015-01-10 14:00:00,155.3,0.0,2120.0,350.0,0.0
2015-01-10 15:00:00,255.0,0.0,2120.0,350.0,0.0
2015-01-10 16:00:00,828.0,0.0,2120.0,350.0,0.0
2015-01-10 17:00:00,1181.6,0.0,2120.0,350.0,0.0
2015-01-10 18:00:00,888.7,0.0,2120.0,350.0,0.0
2015-01-10 19:00:00,288.3,0.0,2120.0,350.0,0.0
2015-01-10 20:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-10 21:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-10 22:00:00,0.0,447.7,2145.0,350.0,0.0
2015-01-10 23:00:00,0.0,771.9,1423.8,350.0,0.0
2015-01-11 00:00:00,0.0,699.7,172.3,350.0,0.0
2015-01-11 01:00:00,0.0,865.5,0.0,350.0,0.0
2015-01-11 02:00:00,0.0,952.6,0.0,350.0,0.0
2015-01-11 03:00:00,0.0,998.7,0.0,350.0,0.0
2015-01-11 04:00:00,0.0,982.7,0.0,350.0,0.0
2015-01-11 05:00:00,0.0,949.0,116.1,350.0,0.0
2015-01-11 06:00:00,0.0,816.3,483.5,350.0,0.0
2015-01-11 07:00:00,0.0,601.6,1015.5,350.0,0.0
2015-01-11 08:00:00,0.0,388.2,1454.0,350.0,0.0
2015-01-11 09:00:00,0.0,191.6,2004.7,350.0,0.0
2015-01-11 10:00:00,0.0,23.6,2120.0,350.0,0.0
2015-01-11 11:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-11 12:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-11 13:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-11 14:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-11 15:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-11 16:00:00,937.6,0.0,2120.0,350.0,0.0
2015-01-11 17:00:00,1498.3,0.0,2120.0,350.0,0.0
2015-01-11 18:00:00,1454.0,0.0,2120.0,350.0,0.0
2015-01-11 19:00:00,1143.2,0.0,2120.0,350.0,0.0
2015-01-11 20:00:00,698.6,0.0,2120.0,350.0,0.0
2015-01-11 21:00:00,0.0,0.0,2120.0,350.0,0.0
2015-01-11 22:00:00,0.0,115.9,2145.0,350.0,0.0
2015-01-11 23:00:00,0.0,324.9,2145.0,350.0,0.0
2015-01-12 00:00:00,0.0,123.4,2145.0,350.0,0.0
2015-01-12 01:00:00,0.0,128.4,2145.0,350.0,0.0
2015-01-12 02:00:00,0.0,91.5,2145.0,350.0,0.0
2015-01-12 03:00:00,0.0,42.5,2145.0,350.0,0.0
2015-01-12 04:00:00,0.0,7.9,2145.0,350.0,0.0
2015-01-12 05:00:00,274.8,0.0,2145.0,350.0,0.0
2015-01-12 06:00:00,2930.3,0.0,2120.0,350.0,0.0
2015-01-12 07:00:00,5197.9,0.0,2120.0,350.0,0.0
2015-01-12 08:00:00,5501.2,0.0,2119.9,350.0,0.0
2015-01-12 09:00:00,5239.5,0.0,2120.0,350.0,0.0
2015-01-12 10:00:00,4540.6,0.0,2120.0,350.0,0.0
2015-01-12 11:00:00,3972.3,0.0,2120.0,350.0,0.0
2015-01-12 12:00:00,3225.2,0.0,2120.0,350.0,0.0
2015-01-12 13:00:00,3256.5,0.0,2120.0,350.0,0.0
2015-01-12 14:00:00,2820.8,0.0,2120.0,350.0,0.0
2015-01-12 15:00:00,3325.5,0.0,2120.0,350.0,0.0
2015-01-12 16:00:00,3676.3,0.0,2120.0,350.0,0.0
2015-01-12 17:00:00,4382.7,0.0,2120.0,350.0,0.0
2015-01-12 18:00:00,4075.3,0.0,2120.0,350.0,0.0
2015-01-12 19:00:00,3020.3,0.0,2120.0,350.0,0.0
2015-01-12 20:00:00,1647.6,0.0,2120.0,350.0,0.0
2015-01-12 21:00:00,496.9,0.0,2120.0,350.0,0.0
2015-01-12 22:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-12 23:00:00,0.0,113.6,1911.9,350.0,0.0
2015-01-13 00:00:00,59.0,457.9,550.0,350.0,0.0
2015-01-13 01:00:00,0.0,493.2,550.0,350.0,0.0
2015-01-13 02:00:00,0.0,395.4,550.0,350.0,0.0
2015-01-13 03:00:00,43.9,215.1,550.0,350.0,0.0
2015-01-13 04:00:00,428.0,0.0,550.0,350.0,0.0
2015-01-13 05:00:00,1341.8,0.0,550.0,350.0,0.0
2015-01-13 06:00:00,3477.1,0.0,525.0,350.0,0.0
2015-01-13 07:00:00,5559.0,0.0,525.0,350.0,0.0
2015-01-13 08:00:00,5841.6,0.0,525.0,350.0,0.0
2015-01-13 09:00:00,5794.8,0.0,525.0,350.0,0.0
2015-01-13 10:00:00,5690.7,0.0,525.0,350.0,0.0
2015-01-13 11:00:00,5551.8,0.0,525.0,350.0,0.0
2015-01-13 12:00:00,5421.2,0.0,525.0,350.0,0.0
2015-01-13 13:00:00,5335.4,0.0,525.0,350.0,0.0
2015-01-13 14:00:00,5324.1,0.0,525.0,350.0,0.0
2015-01-13 15:00:00,5465.8,0.0,525.0,350.0,0.0
2015-01-13 16:00:00,5796.8,0.0,525.0,350.0,0.0
2015-01-13 17:00:00,6171.4,0.0,525.0,350.0,0.0
2015-01-13 18:00:00,6355.2,0.0,525.0,350.0,0.0
2015-01-13 19:00:00,6146.7,0.0,525.0,350.0,0.0
2015-01-13 20:00:00,4278.0,0.0,525.0,350.0,0.0
2015-01-13 21:00:00,3075.0,0.0,525.0,350.0,0.0
2015-01-13 22:00:00,2523.8,0.0,550.0,350.0,0.0
2015-01-13 23:00:00,1353.2,0.0,550.0,350.0,0.0
2015-01-14 00:00:00,0.0,0.0,1150.0,350.0,0.0
2015-01-14 01:00:00,0.0,0.0,1750.0,350.0,0.0
2015-01-14 02:00:00,0.0,0.0,1674.7,350.0,0.0
2015-01-14 03:00:00,0.0,0.0,1688.0,350.0,0.0
2015-01-14 04:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-14 05:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-14 06:00:00,1619.8,0.0,2120.0,350.0,0.0
2015-01-14 07:00:00,4246.3,0.0,2120.0,350.0,0.0
2015-01-14 08:00:00,5196.6,0.0,2115.1,350.0,0.0
2015-01-14 09:00:00,4669.2,0.0,2037.1,350.0,0.0
2015-01-14 10:00:00,4108.8,0.0,1958.6,350.0,0.0
2015-01-14 11:00:00,3972.4,0.0,2011.2,350.0,0.0
2015-01-14 12:00:00,3624.1,0.0,2026.8,350.0,0.0
2015-01-14 13:00:00,3506.4,0.0,1960.7,350.0,0.0
2015-01-14 14:00:00,4061.5,0.0,2022.5,350.0,0.0
2015-01-14 15:00:00,5180.9,0.0,2120.0,350.0,0.0
2015-01-14 16:00:00,5746.0,0.0,2113.9,350.0,0.0
2015-01-14 17:00:00,6266.6,0.0,2115.2,350.0,0.0
2015-01-14 18:00:00,6162.1,0.0,2120.0,350.0,0.0
2015-01-14 19:00:00,5407.0,0.0,2120.0,350.0,0.0
2015-01-14 20:00:00,3314.5,0.0,2120.0,350.0,0.0
2015-01-14 21:00:00,2528.4,0.0,2120.0,350.0,0.0
2015-01-14 22:00:00,1618.0,0.0,2145.0,350.0,0.0
2015-01-14 23:00:00,534.8,0.0,2145.0,350.0,0.0
2015-01-15 00:00:00,0.0,0.0,2145.0,0.0,0.0
2015-01-15 01:00:00,0.0,0.0,2145.0,0.0,0.0
2015-01-15 02:00:00,0.0,0.0,2145.0,0.0,0.0
2015-01-15 03:00:00,0.0,0.0,2145.0,0.0,0.0
2015-01-15 04:00:00,0.0,0.0,2145.0,0.0,0.0
2015-01-15 05:00:00,269.7,0.0,2145.0,0.0,0.0
2015-01-15 06:00:00,2518.9,0.0,2120.0,0.0,0.0
2015-01-15 07:00:00,4940.8,0.0,2120.0,0.0,0.0
2015-01-15 08:00:00,5358.7,0.0,2120.0,0.0,0.0
2015-01-15 09:00:00,4630.3,0.0,2120.0,0.0,0.0
2015-01-15 10:00:00,4203.5,0.0,2120.0,0.0,0.0
2015-01-15 11:00:00,3810.6,0.0,2120.0,0.0,0.0
2015-01-15 12:00:00,3201.9,0.0,2120.0,0.0,0.0
2015-01-15 13:00:00,3040.6,0.0,2120.0,0.0,0.0
2015-01-15 14:00:00,2942.3,0.0,2120.0,0.0,0.0
2015-01-15 15:00:00,2996.4,0.0,2120.0,0.0,0.0
2015-01-15 16:00:00,3891.1,0.0,2120.0,0.0,0.0
2015-01-15 17:00:00,4655.6,0.0,2120.0,0.0,0.0
2015-01-15 18:00:00,4270.9,0.0,2120.0,0.0,0.0
2015-01-15 19:00:00,3351.1,0.0,2120.0,0.0,0.0
2015-01-15 20:00:00,2130.3,0.0,2120.0,0.0,0.0
2015-01-15 21:00:00,1214.5,0.0,2120.0,0.0,0.0
2015-01-15 22:00:00,479.2,0.0,2145.0,0.0,0.0
2015-01-15 23:00:00,0.0,0.0,2100.1,0.0,0.0
2015-01-16 00:00:00,0.0,289.7,1190.9,0.0,0.0
2015-01-16 01:00:00,0.0,368.0,860.0,0.0,0.0
2015-01-16 02:00:00,0.0,404.7,765.7,0.0,0.0
2015-01-16 03:00:00,0.0,389.3,1020.2,0.0,0.0
2015-01-16 04:00:00,0.0,341.1,1434.7,0.0,0.0
2015-01-16 05:00:00,0.0,174.8,2145.0,0.0,0.0
2015-01-16 06:00:00,695.9,0.0,2120.0,0.0,0.0
2015-01-16 07:00:00,2947.1,0.0,2120.0,0.0,0.0
2015-01-16 08:00:00,3346.0,0.0,2120.0,0.0,0.0
2015-01-16 09:00:00,3401.5,0.0,2120.0,0.0,0.0
2015-01-16 10:00:00,3566.9,0.0,2120.0,0.0,0.0
2015-01-16 11:00:00,3423.4,0.0,2120.0,0.0,0.0
2015-01-16 12:00:00,3273.1,0.0,2120.0,0.0,0.0
2015-01-16 13:00:00,3084.1,0.0,2120.0,0.0,0.0
2015-01-16 14:00:00,3129.8,0.0,2120.0,0.0,0.0
2015-01-16 15:00:00,3614.4,0.0,2120.0,0.0,0.0
2015-01-16 16:00:00,4260.3,0.0,2120.0,0.0,0.0
2015-01-16 17:00:00,4917.0,0.0,2120.0,0.0,0.0
2015-01-16 18:00:00,4763.0,0.0,2120.0,0.0,0.0
2015-01-16 19:00:00,4013.6,0.0,2120.0,0.0,0.0
2015-01-16 20:00:00,3013.0,0.0,2120.0,0.0,0.0
2015-01-16 21:00:00,2577.6,0.0,2120.0,0.0,0.0
2015-01-16 22:00:00,2098.8,0.0,2145.0,0.0,0.0
2015-01-16 23:00:00,1196.2,0.0,2145.0,0.0,0.0
2015-01-17 00:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-17 01:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-17 02:00:00,0.0,0.0,1989.5,350.0,0.0
2015-01-17 03:00:00,0.0,0.0,2105.9,350.0,0.0
2015-01-17 04:00:00,0.0,0.0,1962.1,350.0,0.0
2015-01-17 05:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-17 06:00:00,0.0,0.0,2145.0,350.0,0.0
2015-01-17 07:00:00,419.9,0.0,2145.0,350.0,0.0
2015-01-17 08:00:00,1823.3,0.0,2145.0,350.0,0.0
2015-01-17 09:00:00,2957.7,0.0,2145.0,350.0,0.0
2015-01-17 10:00:00,3262.2,0.0,2145.0,350.0,0.0
2015-01-17 11:00:00,3166.9,0.0,2145.0,350.0,0.0
2015-01-17 12:00:00,3084.9,0.0,2145.0,350.0,0.0
2015-01-17 13:00:00,2701.2,0.0,2145.0,350.0,0.0
2015-01-17 14:00:00,2722.8,0.0,2145.0,350.0,0.0
2015-01-17 15:00:00,3094.8,0.0,2145.0,350.0,0.0
2015-01-17 16:00:00,3796.8,0.0,2145.0,350.0,0.0
2015-01-17 17:00:00,4367.2,0.0,2145.0,350.0,0.0
2015-01-17 18:00:00,3897.0,0.0,2145.0,350.0,0.0
2015-01-17 19:00:00,3212.0,0.0,2145.0,350.0,0.0
2015-01-17 20:00:00,1834.9,0.0,2145.0,350.0,0.0
2015-01-17 21:00:00,365.6,0.0,2145.0,350.0,0.0
2015-01-17 22:00:00,0.0,0.0,2145.0,350.0,0.0
